251.961891,259.737710,448.774532
9.258099,103.539573,216.124708
-263.199280,256.014158,252.302478
54.424015,71.663421,116.690270
-18.233719,62.260388,92.111615
-7.313660,124.663464,129.623843
62.072079,26.538958,45.704398
13.212121,101.950593,119.298082
7.872879,50.976144,53.140745
-15.022610,50.963753,78.102401
10.948357,49.448586,97.656038
-47.551472,40.466241,90.940063
-1.626797,30.260671,36.784933
13.609154,35.783919,39.082253
1.369594,30.832292,46.323666
20.273173,32.249822,43.375478
-8.506654,22.100949,26.151274
-14.720894,19.077088,19.473396
-4.524202,19.811955,17.304439
-5.503574,15.621200,24.978228
17.584126,36.138848,26.597197
-39.184776,20.861430,32.486302
10.521609,15.682585,27.291109
-5.734965,18.852777,22.257300
-6.034307,15.739881,20.037528
4.777766,8.530145,15.313002
-9.287368,13.573355,22.330027
8.227628,12.263023,17.538821
-3.567487,16.445397,14.674412
-5.085219,11.039394,16.265720
0.425003,8.782003,10.963250
-1.842835,8.746218,15.666270
-8.740614,5.464618,6.537261
0.509128,4.912257,5.685763
-3.741832,8.754468,8.398710
-7.602111,5.535730,6.055788
2.966746,7.940518,8.143821
-2.275221,4.123724,5.661463
0.634077,6.146683,6.193873
4.119157,5.283900,4.787989
0.381852,6.159413,6.743486
-1.908594,3.317672,5.784072
3.610883,3.699971,4.454865
-1.668188,3.761939,3.883976
-2.576175,2.018037,2.910267
0.218616,1.288047,1.955704
-0.063883,0.947306,1.504562
-0.389291,1.334190,2.966778
-0.018316,0.965770,1.212435
0.254343,1.127206,1.353842
-0.322374,0.607610,0.820805
0.040013,0.290327,0.478663
0.107434,0.400667,0.488904
0.041211,0.439235,0.609825
-0.340571,0.371898,0.575089
-0.072592,0.336709,0.441126
-0.037585,0.144693,0.234752
-0.155349,0.208421,0.244720
0.395676,0.251161,0.346008
0.033111,0.247009,0.519951
0.061968,0.238275,0.397533
-0.290310,0.248166,0.510632
0.118491,0.368280,0.660011
0.121547,0.262629,0.489363
0.006208,0.182208,0.548206
-0.006466,0.058670,0.113362
-0.053596,0.093733,0.105460
0.015825,0.256390,0.474826
0.057085,0.129990,0.202611
-0.108036,0.160844,0.265805
-0.041153,0.069899,0.165205
0.071344,0.061478,0.136195
0.029362,0.044447,0.060306
0.012373,0.060716,0.086331
-0.014445,0.052231,0.105987
0.019568,0.090248,0.124762
-0.044407,0.042873,0.050280
-0.024146,0.039751,0.078190
0.047832,0.046267,0.084753
