-434.006893,-36.892673,474.672579
-56.055847,149.026271,228.015885
-300.572010,-48.406050,249.392611
-47.960737,124.529203,149.184826
-86.655166,27.811444,123.511902
-60.332154,61.387726,171.364964
-62.773709,16.190463,84.271616
97.226413,201.434379,92.621277
-58.366637,52.543693,76.708519
-69.080685,0.410082,85.692343
0.070716,85.977937,74.816673
-86.308979,29.632779,85.517511
3.081068,52.531841,52.519430
46.856272,100.192643,60.996935
-51.016155,30.108784,68.869737
-23.648024,25.489560,49.830742
-39.754028,12.539775,38.389567
-2.419498,38.928358,38.800431
-18.549823,10.448148,30.168274
1.202855,54.137537,30.050463
12.960783,56.434118,44.401530
-70.379703,-34.016967,38.514000
-30.641663,5.880774,22.924057
-30.032539,4.958854,30.577025
-20.274969,25.761313,30.041230
-16.030880,8.361547,16.199446
-30.102620,5.867041,29.238911
-24.678371,13.367969,27.986201
-3.087354,31.078176,21.076691
-13.381125,9.429055,21.792744
-21.676606,-8.409548,17.895069
-15.244231,12.410577,17.936860
-2.361756,15.344369,12.443184
-14.728510,-1.218339,12.561230
-3.911582,21.533725,16.421345
-12.226886,13.301222,12.815602
-11.767243,7.378822,13.825323
-15.066226,3.995254,8.543867
6.428446,13.954976,12.238638
-8.412527,13.381957,12.666096
-16.044949,-3.411884,10.846917
-4.658460,6.564954,7.583417
-5.857772,13.021000,11.220543
-9.880152,5.008355,6.989108
-5.358256,3.095128,5.770725
-2.909887,2.714441,4.466344
-3.241227,2.414229,3.712290
-8.463199,6.310689,7.280915
-3.392474,3.350938,4.972076
-3.285314,6.540177,3.866177
-7.304060,5.560467,4.571763
-0.115404,1.339845,0.841850
-0.925205,0.105084,0.391311
-0.656575,1.204398,1.190024
-1.130924,1.477694,1.071476
-1.593684,2.162706,1.665232
-1.192696,1.047269,0.982205
-5.204615,3.821179,5.605107
-1.042689,1.344985,1.187887
-2.872449,2.054643,4.484899
-1.047261,2.109306,1.351702
-1.645921,1.755012,2.322026
-2.071046,1.071313,1.210704
-0.775731,1.555696,2.199474
-1.198105,1.202942,2.534344
-0.847141,0.747696,1.005695
-4.667014,3.327531,1.771193
-1.733759,1.480278,1.920407
-0.052315,0.884869,0.368147
-1.251917,1.251346,1.335576
-3.746900,3.939501,3.685294
-2.372951,3.579090,2.626096
-2.071511,2.478169,2.648764
0.030344,0.343155,0.285836
-1.729810,1.574106,0.764063
-0.245768,0.450492,0.196969
-0.511231,0.283374,0.279161
-1.083521,0.899841,1.792464
-0.160898,0.461608,0.661793
