1.638912,0.499836,1.196322,0.000000,0.000000,0.061529,0.202337,2.594738,0.000000,1.933834,0.231022,0.000000,0.000000,3.537780,0.048145,0.000000,0.000000,0.880288,0.574797,0.664680,1.514838,2.067406,0.303154,0.000000,0.000000,0.511736,0.688080,0.000000,0.102125,0.728260,0.545232,0.000000,0.000000,0.000000,0.557344,0.000000,0.103342,0.541710,2.210983,0.578335,0.666890,0.000000,2.208082,0.000000,0.703736,0.384342,0.000000,0.644655,0.888820,0.494005,0.834139,0.000000,0.000000,0.062910,0.395279,0.000000,0.000000,0.774708,0.000000,0.000000,4.550658,0.000000,0.000000,1.652670,0.000000,0.000000,0.000000,0.000000,0.185574,0.000000,0.000000,0.000000,0.000000,0.000000,1.626420,1.854694,4.444188,0.000000,2.493914
1.946389,0.270699,1.444183,0.000000,0.000000,0.093949,0.280792,2.534775,0.000000,1.646285,0.034370,0.000000,0.000000,3.016219,0.037414,0.000000,0.000000,0.472761,0.452325,0.707165,1.649730,1.969998,0.000000,0.000000,0.000000,0.511737,1.007543,0.000000,0.000000,0.553907,0.592895,0.000000,0.000000,0.000000,0.290902,0.000000,0.248721,0.440847,2.096124,0.000000,0.694188,0.000000,1.811997,0.000000,0.722527,0.403870,0.000000,0.303329,0.624663,0.000000,0.303064,0.000000,0.000000,0.062911,0.343180,0.000000,0.000000,0.339282,0.000000,0.000000,3.235032,0.000000,0.000000,1.389452,0.000000,0.000000,0.000000,0.000000,0.185534,0.000000,0.070048,0.000000,0.000000,0.000000,1.696183,1.429406,4.314114,0.000000,1.529345
2.092524,0.065019,1.671079,0.000000,0.629779,0.080275,0.481423,2.533601,0.000000,1.264156,0.000000,0.000000,0.000000,2.569044,0.033278,0.000000,0.000000,0.000000,0.438533,0.628240,1.557243,2.037795,0.000000,0.000000,0.000000,0.511738,1.000546,0.196682,0.000000,0.392205,0.513965,0.000000,0.092896,0.000000,0.000000,0.000000,0.359408,0.064836,2.060441,0.000000,0.469699,0.000000,1.766844,0.000000,0.940268,0.242939,0.000000,0.000000,0.373007,0.000000,0.000000,0.000000,0.000000,0.062917,0.226794,0.000000,0.000000,0.000000,0.000000,0.000000,1.828771,0.000000,0.000000,1.230302,0.000000,0.000000,0.000000,0.000000,0.185519,0.000000,0.000000,0.000000,0.000000,0.000000,1.649605,0.873980,4.318010,0.000000,0.620900
2.207736,0.000000,1.837021,0.000000,0.795574,0.063371,0.588607,2.541658,0.000000,0.940228,0.000000,0.000000,0.000000,2.366951,0.000000,0.176526,0.000000,0.000000,0.443796,0.620562,1.624124,2.046886,0.073074,0.030229,0.000000,0.511736,0.984103,0.386732,0.000000,0.254119,0.408459,0.150081,0.084788,0.000000,0.000000,0.000000,0.348676,0.000000,2.049099,0.000000,0.313147,0.000000,1.633263,0.000000,0.918619,0.108144,0.000000,0.000000,0.206449,0.000000,0.000000,0.000000,0.000000,0.062944,0.222476,0.000000,0.000000,0.000000,0.000000,0.000000,1.161180,0.000000,0.000000,0.951681,0.105747,0.000000,0.000000,0.000000,0.185534,0.000000,0.000000,0.000000,0.000000,0.000000,1.470633,0.389247,4.035143,0.000000,0.024499
2.259607,0.000000,1.956550,0.000000,0.850395,0.032664,0.719549,2.578580,0.000000,0.687589,0.000000,0.000000,0.000000,2.296747,0.000000,0.354700,0.000000,0.000000,0.396242,0.635672,1.674267,2.050934,0.387793,0.013514,0.000000,0.511733,0.832162,0.485194,0.000000,0.132966,0.382087,0.251638,0.066083,0.000000,0.000000,0.000000,0.304888,0.000000,2.097241,0.000000,0.112423,0.000000,1.636277,0.000000,0.713036,0.000000,0.000000,0.000000,0.112770,0.000000,0.000000,0.051642,0.000000,0.062974,0.231875,0.000000,0.000000,0.000000,0.000000,0.000000,0.592857,0.000000,0.000000,0.702440,0.395419,0.000000,0.000000,0.000000,0.185522,0.000000,0.000000,0.000000,0.000000,0.000000,1.302420,0.000000,3.758069,0.000000,0.000000
2.352498,0.000000,2.076298,0.000000,0.756754,0.037440,0.836667,2.590063,0.000000,0.509688,0.000000,0.000000,0.000000,2.220812,0.000000,0.514354,0.000000,0.000000,0.344124,0.608816,1.758266,2.056590,0.594903,0.009167,0.083050,0.511732,0.777579,0.527413,0.000000,0.012727,0.312786,0.332763,0.000000,0.000000,0.000000,0.000000,0.296467,0.000000,2.147694,0.096879,0.000000,0.000000,1.575277,0.185277,0.556383,0.000000,0.000000,0.000000,0.063216,0.000000,0.000000,0.214430,0.000000,0.063011,0.241347,0.000000,0.000000,0.000000,0.000000,0.000000,0.077427,0.000000,0.043309,0.527625,0.675471,0.000000,0.000000,0.000000,0.185517,0.000000,0.000000,0.000000,0.000000,0.000000,1.185580,0.000000,3.463667,0.103329,0.000000
2.393377,0.000000,2.148277,0.000000,0.721530,0.043137,0.836067,2.524897,0.000000,0.485986,0.000000,0.000000,0.000000,2.177164,0.000000,0.525708,0.000000,0.000000,0.363559,0.585371,1.683461,2.009478,0.821286,0.000000,0.040858,0.511733,0.442606,0.509972,0.000000,0.066773,0.279492,0.430827,0.000000,0.000000,0.000000,0.000000,0.212624,0.000000,2.202905,0.000000,0.000000,0.122636,1.667789,0.016307,0.372617,0.000000,0.000000,0.000000,0.124795,0.000000,0.000000,0.405515,0.000000,0.063067,0.278045,0.000000,0.000000,0.000000,0.000000,0.000000,0.348344,0.000000,0.000000,0.357951,0.776485,0.000000,0.000000,0.023530,0.185463,0.000000,0.000000,0.000000,0.000000,0.000000,0.914950,0.000000,2.937978,0.469924,0.000000
2.509526,0.000000,2.236794,0.000000,0.751656,0.040291,0.851957,2.348737,0.000000,0.438123,0.000000,0.000000,0.000000,2.159803,0.000000,0.650011,0.000000,0.000000,0.230236,0.560150,1.634155,2.009213,0.945284,0.000000,0.185529,0.511734,0.360010,0.431535,0.000000,0.132998,0.273374,0.538662,0.000000,0.000000,0.000000,0.000000,0.256856,0.000000,2.246390,0.000000,0.043952,0.431004,1.694001,0.036706,0.417574,0.000000,0.000000,0.000000,0.177364,0.000000,0.000000,0.698545,0.000000,0.063112,0.289452,0.000000,0.000000,0.130154,0.000000,0.000000,0.401919,0.000000,0.000000,0.284956,0.777934,0.000000,0.000000,0.110439,0.185411,0.000000,0.000000,0.000000,0.000000,0.000000,0.699677,0.000000,2.381843,0.650526,0.000000
2.770929,0.000000,2.324927,0.000000,0.306871,0.037087,0.955398,2.050217,0.000000,0.364715,0.000000,0.000000,0.000000,2.083800,0.000000,1.033638,0.000000,0.000000,0.067345,0.624142,1.706579,1.970497,1.098872,0.000000,0.405206,0.511736,0.516923,0.318888,0.000000,0.191176,0.166768,0.706695,0.168188,0.000000,0.000000,0.000000,0.300569,0.000000,2.294877,0.000000,0.274562,0.730603,1.579205,0.000000,0.586237,0.000000,0.000000,0.000000,0.332008,0.000000,0.000000,0.980473,0.000000,0.063156,0.266104,0.000000,0.000000,1.463465,0.000000,0.000000,0.000000,0.000000,0.000000,0.334407,0.660619,0.000000,0.000000,0.397917,0.185365,0.000000,0.000000,0.000000,0.000000,0.000000,0.480069,0.000000,1.825814,0.874169,0.000000
2.747114,0.000000,2.356086,0.000000,0.890004,0.000000,0.828734,2.149952,0.000000,0.000000,0.000000,0.000000,0.000000,1.381655,0.000000,1.005571,0.000000,0.257360,0.572027,0.000000,1.642404,2.065255,1.853760,0.000000,0.233567,0.511738,1.029170,0.039525,0.000000,0.000000,1.056900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.262212,0.000000,0.895553,0.575297,0.858743,0.000000,0.000000,0.479440,0.000000,0.000000,0.000000,0.000000,0.000000,0.105579,0.000000,0.063183,0.431219,0.000000,0.000000,0.000000,0.000000,0.000000,0.489062,0.000000,0.000000,0.000000,0.250645,0.000000,0.000000,0.440397,0.185278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009825,0.390202,0.000000,0.516492
